,0,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
11063,11063,18156,2005HepbbLithuania,Lithuania,2005,Hepbb,Industrialized,99,30000,30000,2868231
11481,11481,18866,2005HepbbMalaysia,Malaysia,2005,Hepbb,EAPR,90,421000,468000,30684804
12141,12141,20777,2005HepbbMongolia,Mongolia,2005,Hepbb,EAPR,89,46000,51000,3056359
12911,12911,23351,2005HepbbOman,Oman,2005,Hepbb,MENA,99,55000,55000,4479219
13329,13329,23963,2005HepbbPanama,Panama,2005,Hepbb,LACR,75,55000,73000,4037078
14011,14011,24575,2005HepbbPeru,Peru,2005,Hepbb,LACR,67,415000,619000,30926032
14627,14627,24958,2005HepbbPoland,Poland,2005,Hepbb,Industrialized,93,353000,380000,37970087
15045,15045,25164,2005HepbbPortugal,Portugal,2005,Hepbb,Industrialized,86,93000,109000,10325452
15463,15463,25401,2005HepbbQatar,Qatar,2005,Hepbb,MENA,99,15000,15000,2654374
15881,15881,26197,2005HepbbRomania,Romania,2005,Hepbb,CEECIS,99,219000,221000,19702332
16299,16299,27316,2005HepbbSamoa,Samoa,2005,Hepbb,EAPR,52,3000,5000,194535
16717,16717,27871,2005HepbbSaudi Arabia,Saudi Arabia,2005,Hepbb,MENA,96,555000,578000,32442572
17179,17179,28269,2005HepbbSerbia,Serbia,2005,Hepbb,CEECIS,98,111000,113000,7058322
17509,17509,28817,2005HepbbSingapore,Singapore,2005,Hepbb,EAPR,74,34000,47000,5607283
17861,17861,29361,2005HepbbSolomon Islands,Solomon Islands,2005,Hepbb,EAPR,80,13000,16000,619437
18543,18543,31354,2005HepbbTajikistan,Tajikistan,2005,Hepbb,CEECIS,98,199000,203000,8663579
19027,19027,31997,2005HepbbTonga,Tonga,2005,Hepbb,EAPR,89,3000,3000,101133
19709,19709,32591,2005HepbbTurkey,Turkey,2005,Hepbb,CEECIS,94,1245000,1324000,79821724
20061,20061,32776,2005HepbbTurkmenistan,Turkmenistan,2005,Hepbb,CEECIS,99,108000,109000,5662372
20435,20435,33315,2005HepbbUkraine,Ukraine,2005,Hepbb,CEECIS,96,420000,438000,45004645
20831,20831,33530,2005HepbbUnited Arab Emirates,United Arab Emirates,2005,Hepbb,MENA,98,70000,71000,9360980
21249,21249,34073,2005HepbbUnited States,United States,2005,Hepbb,Industrialized,50,2068000,4135000,323071342
21623,21623,34472,2005HepbbUzbekistan,Uzbekistan,2005,Hepbb,CEECIS,99,565000,570000,31847900
416,416,304,2005HepbbAlbania,Albania,2005,Hepbb,CEECIS,99,39000,39000,2873457
834,834,498,2005HepbbAlgeria,Algeria,2005,Hepbb,MENA,97,671000,692000,41389198
1164,1164,1230,2005HepbbArgentina,Argentina,2005,Hepbb,LACR,71,517000,729000,44044811
1494,1494,1443,2005HepbbArmenia,Armenia,2005,Hepbb,CEECIS,93,39000,42000,2944809
1912,1912,2009,2005HepbbAzerbaijan,Azerbaijan,2005,Hepbb,CEECIS,82,113000,138000,9854033
2374,2374,2914,2005HepbbBelarus,Belarus,2005,Hepbb,CEECIS,99,94000,95000,9498264
2880,2880,4418,2005HepbbBrazil,Brazil,2005,Hepbb,LACR,94,3014000,3206000,207833831
3298,3298,4634,2005HepbbBrunei Darussalam,Brunei Darussalam,2005,Hepbb,EAPR,96,7000,7000,424473
3716,3716,4849,2005HepbbBulgaria,Bulgaria,2005,Hepbb,CEECIS,99,72000,72000,7075947
4134,4134,5382,2005HepbbCabo Verde,Cabo Verde,2005,Hepbb,WCAR,68,8000,11000,537497
4772,4772,6565,2005HepbbChina,China,2005,Hepbb,EAPR,86,14697000,17090000,1386395000
5146,5146,7488,2005HepbbCosta Rica,Costa Rica,2005,Hepbb,LACR,89,64000,72000,4949954
5630,5630,8051,2005HepbbCuba,Cuba,2005,Hepbb,LACR,98,127000,129000,11339259
6202,6202,9431,2005HepbbDominican Republic,Dominican Republic,2005,Hepbb,LACR,75,156000,208000,10513131
6840,6840,11045,2005HepbbFiji,Fiji,2005,Hepbb,EAPR,90,17000,19000,877459
7236,7236,11962,2005HepbbGeorgia,Georgia,2005,Hepbb,CEECIS,93,48000,52000,3728004
8424,8424,14803,2005HepbbIraq,Iraq,2005,Hepbb,MENA,93,847000,910000,37552781
8754,8754,15176,2005HepbbIsrael,Israel,2005,Hepbb,Industrialized,96,134000,139000,8713300
9172,9172,16086,2005HepbbKazakhstan,Kazakhstan,2005,Hepbb,CEECIS,98,287000,293000,18037776
9590,9590,16475,2005HepbbKiribati,Kiribati,2005,Hepbb,EAPR,70,2000,3000,114158
10008,10008,16683,2005HepbbKuwait,Kuwait,2005,Hepbb,MENA,99,49000,50000,4056097
10228,10228,17238,2005HepbbLatvia,Latvia,2005,Hepbb,Industrialized,98,22000,22000,1942248
10646,10646,17443,2005HepbbLebanon,Lebanon,2005,Hepbb,MENA,94,70000,75000,6811873
11064,11064,18156,2005HepbbLithuania,Lithuania,2005,Hepbb,Industrialized,99,30000,30000,2828403
11482,11482,18866,2005HepbbMalaysia,Malaysia,2005,Hepbb,EAPR,90,421000,468000,31105028
12142,12142,20777,2005HepbbMongolia,Mongolia,2005,Hepbb,EAPR,89,46000,51000,3113779
12912,12912,23351,2005HepbbOman,Oman,2005,Hepbb,MENA,99,55000,55000,4665935
13330,13330,23963,2005HepbbPanama,Panama,2005,Hepbb,LACR,75,55000,73000,4106771
14012,14012,24575,2005HepbbPeru,Peru,2005,Hepbb,LACR,67,415000,619000,31444297
14628,14628,24958,2005HepbbPoland,Poland,2005,Hepbb,Industrialized,93,353000,380000,37974826
15046,15046,25164,2005HepbbPortugal,Portugal,2005,Hepbb,Industrialized,86,93000,109000,10300300
15464,15464,25401,2005HepbbQatar,Qatar,2005,Hepbb,MENA,99,15000,15000,2724724
15882,15882,26197,2005HepbbRomania,Romania,2005,Hepbb,CEECIS,99,219000,221000,19587491
16300,16300,27316,2005HepbbSamoa,Samoa,2005,Hepbb,EAPR,52,3000,5000,195352
16718,16718,27871,2005HepbbSaudi Arabia,Saudi Arabia,2005,Hepbb,MENA,96,555000,578000,33099147
17180,17180,28269,2005HepbbSerbia,Serbia,2005,Hepbb,CEECIS,98,111000,113000,7020858
17510,17510,28817,2005HepbbSingapore,Singapore,2005,Hepbb,EAPR,74,34000,47000,5612253
17862,17862,29361,2005HepbbSolomon Islands,Solomon Islands,2005,Hepbb,EAPR,80,13000,16000,636038
18544,18544,31354,2005HepbbTajikistan,Tajikistan,2005,Hepbb,CEECIS,98,199000,203000,8880268
19028,19028,31997,2005HepbbTonga,Tonga,2005,Hepbb,EAPR,89,3000,3000,101998
19710,19710,32591,2005HepbbTurkey,Turkey,2005,Hepbb,CEECIS,94,1245000,1324000,81101892
20062,20062,32776,2005HepbbTurkmenistan,Turkmenistan,2005,Hepbb,CEECIS,99,108000,109000,5757669
20436,20436,33315,2005HepbbUkraine,Ukraine,2005,Hepbb,CEECIS,96,420000,438000,44831135
20832,20832,33530,2005HepbbUnited Arab Emirates,United Arab Emirates,2005,Hepbb,MENA,98,70000,71000,9487203
21250,21250,34073,2005HepbbUnited States,United States,2005,Hepbb,Industrialized,50,2068000,4135000,325147121
21624,21624,34472,2005HepbbUzbekistan,Uzbekistan,2005,Hepbb,CEECIS,99,565000,570000,32388600
417,417,304,2005HepbbAlbania,Albania,2005,Hepbb,CEECIS,99,39000,39000,2866376
835,835,498,2005HepbbAlgeria,Algeria,2005,Hepbb,MENA,97,671000,692000,42228429
1165,1165,1230,2005HepbbArgentina,Argentina,2005,Hepbb,LACR,71,517000,729000,44494502
1495,1495,1443,2005HepbbArmenia,Armenia,2005,Hepbb,CEECIS,93,39000,42000,2951776
1913,1913,2009,2005HepbbAzerbaijan,Azerbaijan,2005,Hepbb,CEECIS,82,113000,138000,9942334
2375,2375,2914,2005HepbbBelarus,Belarus,2005,Hepbb,CEECIS,99,94000,95000,9485386
2881,2881,4418,2005HepbbBrazil,Brazil,2005,Hepbb,LACR,94,3014000,3206000,209469333
3299,3299,4634,2005HepbbBrunei Darussalam,Brunei Darussalam,2005,Hepbb,EAPR,96,7000,7000,428962
3717,3717,4849,2005HepbbBulgaria,Bulgaria,2005,Hepbb,CEECIS,99,72000,72000,7024216
4135,4135,5382,2005HepbbCabo Verde,Cabo Verde,2005,Hepbb,WCAR,68,8000,11000,543767
4773,4773,6565,2005HepbbChina,China,2005,Hepbb,EAPR,86,14697000,17090000,1392730000
5147,5147,7488,2005HepbbCosta Rica,Costa Rica,2005,Hepbb,LACR,89,64000,72000,4999441
5631,5631,8051,2005HepbbCuba,Cuba,2005,Hepbb,LACR,98,127000,129000,11338138
6203,6203,9431,2005HepbbDominican Republic,Dominican Republic,2005,Hepbb,LACR,75,156000,208000,10627165
6841,6841,11045,2005HepbbFiji,Fiji,2005,Hepbb,EAPR,90,17000,19000,883483
7237,7237,11962,2005HepbbGeorgia,Georgia,2005,Hepbb,CEECIS,93,48000,52000,3731000
8425,8425,14803,2005HepbbIraq,Iraq,2005,Hepbb,MENA,93,847000,910000,38433600
8755,8755,15176,2005HepbbIsrael,Israel,2005,Hepbb,Industrialized,96,134000,139000,8883800
9173,9173,16086,2005HepbbKazakhstan,Kazakhstan,2005,Hepbb,CEECIS,98,287000,293000,18276499
9591,9591,16475,2005HepbbKiribati,Kiribati,2005,Hepbb,EAPR,70,2000,3000,115847
10009,10009,16683,2005HepbbKuwait,Kuwait,2005,Hepbb,MENA,99,49000,50000,4137309
10229,10229,17238,2005HepbbLatvia,Latvia,2005,Hepbb,Industrialized,98,22000,22000,1926542
10647,10647,17443,2005HepbbLebanon,Lebanon,2005,Hepbb,MENA,94,70000,75000,6848925
11065,11065,18156,2005HepbbLithuania,Lithuania,2005,Hepbb,Industrialized,99,30000,30000,2789533
11483,11483,18866,2005HepbbMalaysia,Malaysia,2005,Hepbb,EAPR,90,421000,468000,31528585
12143,12143,20777,2005HepbbMongolia,Mongolia,2005,Hepbb,EAPR,89,46000,51000,3170208
12913,12913,23351,2005HepbbOman,Oman,2005,Hepbb,MENA,99,55000,55000,4829483
13331,13331,23963,2005HepbbPanama,Panama,2005,Hepbb,LACR,75,55000,73000,4176873
14013,14013,24575,2005HepbbPeru,Peru,2005,Hepbb,LACR,67,415000,619000,31989256
14629,14629,24958,2005HepbbPoland,Poland,2005,Hepbb,Industrialized,93,353000,380000,37978548
15047,15047,25164,2005HepbbPortugal,Portugal,2005,Hepbb,Industrialized,86,93000,109000,10281762
15465,15465,25401,2005HepbbQatar,Qatar,2005,Hepbb,MENA,99,15000,15000,2781677
15883,15883,26197,2005HepbbRomania,Romania,2005,Hepbb,CEECIS,99,219000,221000,19473936
16301,16301,27316,2005HepbbSamoa,Samoa,2005,Hepbb,EAPR,52,3000,5000,196130
16719,16719,27871,2005HepbbSaudi Arabia,Saudi Arabia,2005,Hepbb,MENA,96,555000,578000,33699947
17181,17181,28269,2005HepbbSerbia,Serbia,2005,Hepbb,CEECIS,98,111000,113000,6982084
17511,17511,28817,2005HepbbSingapore,Singapore,2005,Hepbb,EAPR,74,34000,47000,5638676
17863,17863,29361,2005HepbbSolomon Islands,Solomon Islands,2005,Hepbb,EAPR,80,13000,16000,652858
18545,18545,31354,2005HepbbTajikistan,Tajikistan,2005,Hepbb,CEECIS,98,199000,203000,9100837
19029,19029,31997,2005HepbbTonga,Tonga,2005,Hepbb,EAPR,89,3000,3000,103197
19711,19711,32591,2005HepbbTurkey,Turkey,2005,Hepbb,CEECIS,94,1245000,1324000,82319724
20063,20063,32776,2005HepbbTurkmenistan,Turkmenistan,2005,Hepbb,CEECIS,99,108000,109000,5850908
20437,20437,33315,2005HepbbUkraine,Ukraine,2005,Hepbb,CEECIS,96,420000,438000,44622516
20833,20833,33530,2005HepbbUnited Arab Emirates,United Arab Emirates,2005,Hepbb,MENA,98,70000,71000,9630959
21251,21251,34073,2005HepbbUnited States,United States,2005,Hepbb,Industrialized,50,2068000,4135000,327167434
21625,21625,34472,2005HepbbUzbekistan,Uzbekistan,2005,Hepbb,CEECIS,99,565000,570000,32955400
374,374,295,2006HepbbAlbania,Albania,2006,Hepbb,CEECIS,99,37000,38000,3148281
792,792,490,2006HepbbAlgeria,Algeria,2006,Hepbb,MENA,97,708000,730000,29742979
1122,1122,1220,2006HepbbArgentina,Argentina,2006,Hepbb,LACR,72,526000,731000,35657429
1452,1452,1434,2006HepbbArmenia,Armenia,2006,Hepbb,CEECIS,92,40000,43000,3133089
1870,1870,2000,2006HepbbAzerbaijan,Azerbaijan,2006,Hepbb,CEECIS,86,121000,141000,7838250
2332,2332,2905,2006HepbbBelarus,Belarus,2006,Hepbb,CEECIS,99,97000,98000,10117000
2838,2838,4406,2006HepbbBrazil,Brazil,2006,Hepbb,LACR,95,2992000,3149000,167209040
3256,3256,4624,2006HepbbBrunei Darussalam,Brunei Darussalam,2006,Hepbb,EAPR,97,7000,7000,311958
3674,3674,4840,2006HepbbBulgaria,Bulgaria,2006,Hepbb,CEECIS,99,73000,74000,8312068
4092,4092,5375,2006HepbbCabo Verde,Cabo Verde,2006,Hepbb,WCAR,68,8000,11000,404259
4730,4730,6557,2006HepbbChina,China,2006,Hepbb,EAPR,88,15087000,17144000,1230075000
5104,5104,7479,2006HepbbCosta Rica,Costa Rica,2006,Hepbb,LACR,88,63000,72000,3718949
5588,5588,8041,2006HepbbCuba,Cuba,2006,Hepbb,LACR,99,126000,127000,10989732
6160,6160,9422,2006HepbbDominican Republic,Dominican Republic,2006,Hepbb,LACR,75,156000,207000,8084407
6798,6798,11035,2006HepbbFiji,Fiji,2006,Hepbb,EAPR,90,17000,19000,792736
7194,7194,11953,2006HepbbGeorgia,Georgia,2006,Hepbb,CEECIS,97,51000,53000,4349913
8382,8382,14794,2006HepbbIraq,Iraq,2006,Hepbb,MENA,88,815000,926000,21439574
8712,8712,15167,2006HepbbIsrael,Israel,2006,Hepbb,Industrialized,96,137000,142000,5836000
9130,9130,16077,2006HepbbKazakhstan,Kazakhstan,2006,Hepbb,CEECIS,97,302000,311000,15333703
9548,9548,16467,2006HepbbKiribati,Kiribati,2006,Hepbb,EAPR,68,2000,3000,80187
9966,9966,16674,2006HepbbKuwait,Kuwait,2006,Hepbb,MENA,99,51000,52000,1710256
10186,10186,17228,2006HepbbLatvia,Latvia,2006,Hepbb,Industrialized,97,22000,22000,2432851
10604,10604,17434,2006HepbbLebanon,Lebanon,2006,Hepbb,MENA,94,70000,75000,3658424
11022,11022,18146,2006HepbbLithuania,Lithuania,2006,Hepbb,Industrialized,99,30000,31000,3575137
11440,11440,18856,2006HepbbMalaysia,Malaysia,2006,Hepbb,EAPR,90,422000,469000,21562793
12100,12100,20768,2006HepbbMongolia,Mongolia,2006,Hepbb,EAPR,98,53000,54000,2335734
12870,12870,23341,2006HepbbOman,Oman,2006,Hepbb,MENA,99,57000,57000,2249762
13288,13288,23952,2006HepbbPanama,Panama,2006,Hepbb,LACR,79,59000,74000,2853913
13684,13684,24143,2006HepbbPapua New Guinea,Papua New Guinea,2006,Hepbb,EAPR,35,74000,212000,5446641
13970,13970,24565,2006HepbbPeru,Peru,2006,Hepbb,LACR,66,409000,620000,25210954
14586,14586,24948,2006HepbbPoland,Poland,2006,Hepbb,Industrialized,93,360000,387000,38649660
15004,15004,25154,2006HepbbPortugal,Portugal,2006,Hepbb,Industrialized,91,97000,107000,10108977
15422,15422,25391,2006HepbbQatar,Qatar,2006,Hepbb,MENA,99,16000,16000,535321
15840,15840,26188,2006HepbbRomania,Romania,2006,Hepbb,CEECIS,99,221000,223000,22553978
16258,16258,27307,2006HepbbSamoa,Samoa,2006,Hepbb,EAPR,58,3000,5000,172068
16676,16676,27861,2006HepbbSaudi Arabia,Saudi Arabia,2006,Hepbb,MENA,95,557000,586000,19407142
17138,17138,28259,2006HepbbSerbia,Serbia,2006,Hepbb,CEECIS,98,101000,103000,7596501
17468,17468,28808,2006HepbbSingapore,Singapore,2006,Hepbb,EAPR,74,35000,47000,3796038
17820,17820,29354,2006HepbbSolomon Islands,Solomon Islands,2006,Hepbb,EAPR,81,13000,16000,379999
18216,18216,30624,2006HepbbSuriname,Suriname,2006,Hepbb,LACR,64,7000,11000,454161
18502,18502,31346,2006HepbbTajikistan,Tajikistan,2006,Hepbb,CEECIS,94,196000,209000,5938405
18986,18986,31987,2006HepbbTonga,Tonga,2006,Hepbb,EAPR,89,3000,3000,96619
19668,19668,32582,2006HepbbTurkey,Turkey,2006,Hepbb,CEECIS,95,1252000,1317000,60372568
20020,20020,32768,2006HepbbTurkmenistan,Turkmenistan,2006,Hepbb,CEECIS,99,111000,112000,4355116
20394,20394,33305,2006HepbbUkraine,Ukraine,2006,Hepbb,CEECIS,88,399000,454000,50594105
20790,20790,33520,2006HepbbUnited Arab Emirates,United Arab Emirates,2006,Hepbb,MENA,98,75000,76000,2671362
21208,21208,34064,2006HepbbUnited States,United States,2006,Hepbb,Industrialized,50,2076000,4151000,272657000
21582,21582,34463,2006HepbbUzbekistan,Uzbekistan,2006,Hepbb,CEECIS,99,580000,586000,23667000
375,375,295,2006HepbbAlbania,Albania,2006,Hepbb,CEECIS,99,37000,38000,3128530
793,793,490,2006HepbbAlgeria,Algeria,2006,Hepbb,MENA,97,708000,730000,30192754
1123,1123,1220,2006HepbbArgentina,Argentina,2006,Hepbb,LACR,72,526000,731000,36063459
1453,1453,1434,2006HepbbArmenia,Armenia,2006,Hepbb,CEECIS,92,40000,43000,3108687
1871,1871,2000,2006HepbbAzerbaijan,Azerbaijan,2006,Hepbb,CEECIS,86,121000,141000,7913000
2333,2333,2905,2006HepbbBelarus,Belarus,2006,Hepbb,CEECIS,99,97000,98000,10069000
2839,2839,4406,2006HepbbBrazil,Brazil,2006,Hepbb,LACR,95,2992000,3149000,169785250
3257,3257,4624,2006HepbbBrunei Darussalam,Brunei Darussalam,2006,Hepbb,EAPR,97,7000,7000,319144
3675,3675,4840,2006HepbbBulgaria,Bulgaria,2006,Hepbb,CEECIS,99,73000,74000,8256786
4093,4093,5375,2006HepbbCabo Verde,Cabo Verde,2006,Hepbb,WCAR,68,8000,11000,412514
4731,4731,6557,2006HepbbChina,China,2006,Hepbb,EAPR,88,15087000,17144000,1241935000
5105,5105,7479,2006HepbbCosta Rica,Costa Rica,2006,Hepbb,LACR,88,63000,72000,3803887
5589,5589,8041,2006HepbbCuba,Cuba,2006,Hepbb,LACR,99,126000,127000,11038692
6161,6161,9422,2006HepbbDominican Republic,Dominican Republic,2006,Hepbb,LACR,75,156000,207000,8214426
6799,6799,11035,2006HepbbFiji,Fiji,2006,Hepbb,EAPR,90,17000,19000,800157
7195,7195,11953,2006HepbbGeorgia,Georgia,2006,Hepbb,CEECIS,97,51000,53000,4243607
8383,8383,14794,2006HepbbIraq,Iraq,2006,Hepbb,MENA,88,815000,926000,22114324
8713,8713,15167,2006HepbbIsrael,Israel,2006,Hepbb,Industrialized,96,137000,142000,5971000
9131,9131,16077,2006HepbbKazakhstan,Kazakhstan,2006,Hepbb,CEECIS,97,302000,311000,15071300
9549,9549,16467,2006HepbbKiribati,Kiribati,2006,Hepbb,EAPR,68,2000,3000,81556
9967,9967,16674,2006HepbbKuwait,Kuwait,2006,Hepbb,MENA,99,51000,52000,1831119
10187,10187,17228,2006HepbbLatvia,Latvia,2006,Hepbb,Industrialized,97,22000,22000,2410019
10605,10605,17434,2006HepbbLebanon,Lebanon,2006,Hepbb,MENA,94,70000,75000,3693520
11023,11023,18146,2006HepbbLithuania,Lithuania,2006,Hepbb,Industrialized,99,30000,31000,3549331
11441,11441,18856,2006HepbbMalaysia,Malaysia,2006,Hepbb,EAPR,90,422000,469000,22114654
12101,12101,20768,2006HepbbMongolia,Mongolia,2006,Hepbb,EAPR,98,53000,54000,2355664
12871,12871,23341,2006HepbbOman,Oman,2006,Hepbb,MENA,99,57000,57000,2251864
13289,13289,23952,2006HepbbPanama,Panama,2006,Hepbb,LACR,79,59000,74000,2912316
13685,13685,24143,2006HepbbPapua New Guinea,Papua New Guinea,2006,Hepbb,EAPR,35,74000,212000,5581762
13971,13971,24565,2006HepbbPeru,Peru,2006,Hepbb,LACR,66,409000,620000,25658062
14587,14587,24948,2006HepbbPoland,Poland,2006,Hepbb,Industrialized,93,360000,387000,38663481
15005,15005,25154,2006HepbbPortugal,Portugal,2006,Hepbb,Industrialized,91,97000,107000,10160196
15423,15423,25391,2006HepbbQatar,Qatar,2006,Hepbb,MENA,99,16000,16000,551562
15841,15841,26188,2006HepbbRomania,Romania,2006,Hepbb,CEECIS,99,221000,223000,22507344
16259,16259,27307,2006HepbbSamoa,Samoa,2006,Hepbb,EAPR,58,3000,5000,172839
16677,16677,27861,2006HepbbSaudi Arabia,Saudi Arabia,2006,Hepbb,MENA,95,557000,586000,19783304
17139,17139,28259,2006HepbbSerbia,Serbia,2006,Hepbb,CEECIS,98,101000,103000,7567745
17469,17469,28808,2006HepbbSingapore,Singapore,2006,Hepbb,EAPR,74,35000,47000,3927213
17821,17821,29354,2006HepbbSolomon Islands,Solomon Islands,2006,Hepbb,EAPR,81,13000,16000,390693
18217,18217,30624,2006HepbbSuriname,Suriname,2006,Hepbb,LACR,64,7000,11000,459831
18503,18503,31346,2006HepbbTajikistan,Tajikistan,2006,Hepbb,CEECIS,94,196000,209000,6027388
18987,18987,31987,2006HepbbTonga,Tonga,2006,Hepbb,EAPR,89,3000,3000,97032
19669,19669,32582,2006HepbbTurkey,Turkey,2006,Hepbb,CEECIS,95,1252000,1317000,61329676
20021,20021,32768,2006HepbbTurkmenistan,Turkmenistan,2006,Hepbb,CEECIS,99,111000,112000,4413479
20395,20395,33305,2006HepbbUkraine,Ukraine,2006,Hepbb,CEECIS,88,399000,454000,50143939
20791,20791,33520,2006HepbbUnited Arab Emirates,United Arab Emirates,2006,Hepbb,MENA,98,75000,76000,2813214
21209,21209,34064,2006HepbbUnited States,United States,2006,Hepbb,Industrialized,50,2076000,4151000,275854000
21583,21583,34463,2006HepbbUzbekistan,Uzbekistan,2006,Hepbb,CEECIS,99,580000,586000,24051000
376,376,295,2006HepbbAlbania,Albania,2006,Hepbb,CEECIS,99,37000,38000,3108778
794,794,490,2006HepbbAlgeria,Algeria,2006,Hepbb,MENA,97,708000,730000,30623406
1124,1124,1220,2006HepbbArgentina,Argentina,2006,Hepbb,LACR,72,526000,731000,36467218
1454,1454,1434,2006HepbbArmenia,Armenia,2006,Hepbb,CEECIS,92,40000,43000,3089022
1872,1872,2000,2006HepbbAzerbaijan,Azerbaijan,2006,Hepbb,CEECIS,86,121000,141000,7982750
2334,2334,2905,2006HepbbBelarus,Belarus,2006,Hepbb,CEECIS,99,97000,98000,10026738
2840,2840,4406,2006HepbbBrazil,Brazil,2006,Hepbb,LACR,95,2992000,3149000,172318675
3258,3258,4624,2006HepbbBrunei Darussalam,Brunei Darussalam,2006,Hepbb,EAPR,97,7000,7000,326210
3676,3676,4840,2006HepbbBulgaria,Bulgaria,2006,Hepbb,CEECIS,99,73000,74000,8210624
4094,4094,5375,2006HepbbCabo Verde,Cabo Verde,2006,Hepbb,WCAR,68,8000,11000,420452
4732,4732,6557,2006HepbbChina,China,2006,Hepbb,EAPR,88,15087000,17144000,1252735000
5106,5106,7479,2006HepbbCosta Rica,Costa Rica,2006,Hepbb,LACR,88,63000,72000,3885430
5590,5590,8041,2006HepbbCuba,Cuba,2006,Hepbb,LACR,99,126000,127000,11084670
6162,6162,9422,2006HepbbDominican Republic,Dominican Republic,2006,Hepbb,LACR,75,156000,207000,8343283
6800,6800,11035,2006HepbbFiji,Fiji,2006,Hepbb,EAPR,90,17000,19000,806303
7196,7196,11953,2006HepbbGeorgia,Georgia,2006,Hepbb,CEECIS,97,51000,53000,4157192
8384,8384,14794,2006HepbbIraq,Iraq,2006,Hepbb,MENA,88,815000,926000,22802064
8714,8714,15167,2006HepbbIsrael,Israel,2006,Hepbb,Industrialized,96,137000,142000,6125000
9132,9132,16077,2006HepbbKazakhstan,Kazakhstan,2006,Hepbb,CEECIS,97,302000,311000,14928426
9550,9550,16467,2006HepbbKiribati,Kiribati,2006,Hepbb,EAPR,68,2000,3000,82972
9968,9968,16674,2006HepbbKuwait,Kuwait,2006,Hepbb,MENA,99,51000,52000,1951636
10188,10188,17228,2006HepbbLatvia,Latvia,2006,Hepbb,Industrialized,97,22000,22000,2390482
10606,10606,17434,2006HepbbLebanon,Lebanon,2006,Hepbb,MENA,94,70000,75000,3747766
11024,11024,18146,2006HepbbLithuania,Lithuania,2006,Hepbb,Industrialized,99,30000,31000,3524238
11442,11442,18856,2006HepbbMalaysia,Malaysia,2006,Hepbb,EAPR,90,422000,469000,22661298
12102,12102,20768,2006HepbbMongolia,Mongolia,2006,Hepbb,EAPR,98,53000,54000,2376225
12872,12872,23341,2006HepbbOman,Oman,2006,Hepbb,MENA,99,57000,57000,2254904
13290,13290,23952,2006HepbbPanama,Panama,2006,Hepbb,LACR,79,59000,74000,2971196
13686,13686,24143,2006HepbbPapua New Guinea,Papua New Guinea,2006,Hepbb,EAPR,35,74000,212000,5716161
13972,13972,24565,2006HepbbPeru,Peru,2006,Hepbb,LACR,66,409000,620000,26078293
14588,14588,24948,2006HepbbPoland,Poland,2006,Hepbb,Industrialized,93,360000,387000,38660271
15006,15006,25154,2006HepbbPortugal,Portugal,2006,Hepbb,Industrialized,91,97000,107000,10217828
15424,15424,25391,2006HepbbQatar,Qatar,2006,Hepbb,MENA,99,16000,16000,570489
15842,15842,26188,2006HepbbRomania,Romania,2006,Hepbb,CEECIS,99,221000,223000,22472040
16260,16260,27307,2006HepbbSamoa,Samoa,2006,Hepbb,EAPR,58,3000,5000,173609
16678,16678,27861,2006HepbbSaudi Arabia,Saudi Arabia,2006,Hepbb,MENA,95,557000,586000,20194527
17140,17140,28259,2006HepbbSerbia,Serbia,2006,Hepbb,CEECIS,98,101000,103000,7540401
17470,17470,28808,2006HepbbSingapore,Singapore,2006,Hepbb,EAPR,74,35000,47000,3958723
