,Unnamed: 0,0,Unnamed: 0.1,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
784,1771,1771,6127,2015IPV1Chad,Chad,2015,IPV1,WCAR,28,159000,569000,11183588
783,1683,1683,5966,2015IPV1Central African Republic,Central African Republic,2015,IPV1,WCAR,2,3000,151000,4273366
792,3179,3179,12968,2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,9738792
782,1595,1595,5635,2015IPV1Cameroon,Cameroon,2015,IPV1,WCAR,31,250000,806000,19252666
780,1309,1309,4293,2015IPV1Brazil,Brazil,2015,IPV1,LACR,97,2831000,2918000,192030362
779,1221,1221,4119,2015IPV1Botswana,Botswana,2015,IPV1,ESAR,8,4000,55000,1915639
778,1133,1133,3928,2015IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2015,IPV1,CEECIS,56,17000,30000,3754271
777,1045,1045,3555,2015IPV1Bhutan,Bhutan,2015,IPV1,ROSA,43,5000,13000,671613
776,957,957,3381,2015IPV1Benin,Benin,2015,IPV1,WCAR,31,115000,371000,8696921
775,869,869,3194,2015IPV1Belize,Belize,2015,IPV1,LACR,7,1000,8000,306823
774,715,715,2486,2015IPV1Bangladesh,Bangladesh,2015,IPV1,ROSA,51,1482000,2906000,144304167
773,627,627,2287,2015IPV1Bahrain,Bahrain,2015,IPV1,MENA,98,21000,21000,1114641
772,341,341,939,2015IPV1Antigua and Barbuda,Antigua and Barbuda,2015,IPV1,LACR,21,500,1000,85397
781,1397,1397,5136,2015IPV1Burundi,Burundi,2015,IPV1,ESAR,4,16000,397000,8126102
817,6017,6017,23844,2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,3516204
793,3333,3333,13284,2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,746817
795,3575,3575,14194,2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1200669765
815,5841,5841,23245,2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,2750963
814,5753,5753,22697,2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,150269623
813,5665,5665,22535,2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,15250908
812,5577,5577,22337,2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,5667432
811,5489,5489,21842,2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,26666576
810,5357,5357,21346,2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,49929642
809,5203,5203,21005,2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,31536811
808,5115,5115,20875,2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,616969
807,5027,5027,20059,2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,110815271
794,3487,3487,13656,2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,7980955
806,4873,4873,19708,2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3296238
804,4631,4631,18450,2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,19996473
803,4543,4543,17861,2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6058748
802,4367,4367,17354,2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,4764741
801,4279,4279,16577,2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,2656009
800,4191,4191,16377,2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,98761
799,4037,4037,15985,2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,15674000
798,3949,3949,15790,2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,6556478
797,3861,3861,15452,2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2781876
796,3773,3773,15078,2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,7308800
805,4719,4719,18970,2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,343452
865,3576,3576,14194,2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1217726215
866,3774,3774,15078,2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,7485600
867,3862,3862,15452,2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2795837
936,3775,3775,15078,2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,7623600
935,3577,3577,14194,2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1234281170
934,3489,3489,13656,2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,8317470
933,3335,3335,13284,2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,749436
932,3181,3181,12968,2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,10192176
931,3027,3027,12613,2015IPV1Grenada,Grenada,2015,IPV1,LACR,54,1000,2000,106233
930,2917,2917,11863,2015IPV1Georgia,Georgia,2015,IPV1,CEECIS,10,6000,56000,3786695
929,2433,2433,9540,2015IPV1Ecuador,Ecuador,2015,IPV1,LACR,3,10000,328000,15011117
928,2345,2345,9336,2015IPV1Dominican Republic,Dominican Republic,2015,IPV1,LACR,6,12000,203000,9695121
937,3863,3863,15452,2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2810460
927,2125,2125,7597,2015IPV1Cote d'Ivoire,Cote d'Ivoire,2015,IPV1,WCAR,27,214000,794000,20532950
925,1971,1971,6661,2015IPV1Colombia,Colombia,2015,IPV1,LACR,92,674000,732000,45222700
924,1773,1773,6127,2015IPV1Chad,Chad,2015,IPV1,WCAR,28,159000,569000,11952136
923,1685,1685,5966,2015IPV1Central African Republic,Central African Republic,2015,IPV1,WCAR,2,3000,151000,4386768
922,1597,1597,5635,2015IPV1Cameroon,Cameroon,2015,IPV1,WCAR,31,250000,806000,20341241
921,1399,1399,5136,2015IPV1Burundi,Burundi,2015,IPV1,ESAR,4,16000,397000,8675602
920,1311,1311,4293,2015IPV1Brazil,Brazil,2015,IPV1,LACR,97,2831000,2918000,195713635
919,1223,1223,4119,2015IPV1Botswana,Botswana,2015,IPV1,ESAR,8,4000,55000,1987105
918,1135,1135,3928,2015IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2015,IPV1,CEECIS,56,17000,30000,3705472
917,1047,1047,3555,2015IPV1Bhutan,Bhutan,2015,IPV1,ROSA,43,5000,13000,685503
926,2059,2059,6876,2015IPV1Comoros,Comoros,2015,IPV1,ESAR,91,22000,24000,689692
916,959,959,3381,2015IPV1Benin,Benin,2015,IPV1,WCAR,31,115000,371000,9199259
938,3951,3951,15790,2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,7261539
940,4193,4193,16377,2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,102927
960,6481,6481,26297,2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,142849449
959,6393,6393,25288,2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,1856327
958,6239,6239,24452,2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,29027674
957,6019,6019,23844,2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,3642687
956,5931,5931,23463,2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,179424641
955,5843,5843,23245,2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,3041434
954,5755,5755,22697,2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,158503197
953,5667,5667,22535,2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,16464025
952,5579,5579,22337,2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,5824065
939,4039,4039,15985,2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,16321872
951,5491,5491,21842,2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,27013212
949,5205,5205,21005,2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,32343389
948,5117,5117,20875,2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,619428
947,5029,5029,20059,2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,114092963
946,4875,4875,19708,2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3494195
945,4721,4721,18970,2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,365734
944,4633,4633,18450,2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,21151640
943,4545,4545,17861,2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6197663
942,4369,4369,17354,2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,4953061
941,4281,4281,16577,2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,2991884
950,5359,5359,21346,2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,50600818
915,871,871,3194,2015IPV1Belize,Belize,2015,IPV1,LACR,7,1000,8000,322464
914,717,717,2486,2015IPV1Bangladesh,Bangladesh,2015,IPV1,ROSA,51,1482000,2906000,147575430
913,629,629,2287,2015IPV1Bahrain,Bahrain,2015,IPV1,MENA,98,21000,21000,1240860
887,6018,6018,23844,2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,3579215
886,5930,5930,23463,2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,175525609
885,5842,5842,23245,2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,2876186
884,5754,5754,22697,2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,154324933
883,5666,5666,22535,2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,15843133
882,5578,5578,22337,2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,5745526
881,5490,5490,21842,2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,26883535
880,5358,5358,21346,2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,50250367
879,5204,5204,21005,2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,31929087
888,6238,6238,24452,2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,28792655
878,5116,5116,20875,2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,618294
876,4874,4874,19708,2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3393409
875,4720,4720,18970,2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,353398
874,4632,4632,18450,2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,20569117
873,4544,4544,17861,2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6133984
872,4368,4368,17354,2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,4813026
871,4280,4280,16577,2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,2821045
870,4192,4192,16377,2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,100930
869,4038,4038,15985,2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,16092822
868,3950,3950,15790,2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,6893260
877,5028,5028,20059,2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,112463887
889,6392,6392,25288,2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,1654950
890,6480,6480,26297,2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,142785342
891,6722,6722,27762,2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,26630303
912,343,343,939,2015IPV1Antigua and Barbuda,Antigua and Barbuda,2015,IPV1,LACR,21,500,1000,88028
911,233,233,411,2015IPV1Algeria,Algeria,2015,IPV1,MENA,8,79000,991000,35977455
910,145,145,203,2015IPV1Albania,Albania,2015,IPV1,CEECIS,99,35000,35000,2913021
909,8570,8570,34561,2015IPV1Vanuatu,Vanuatu,2015,IPV1,EAPR,4,500,8000,230247
908,8460,8460,33423,2015IPV1United Arab Emirates,United Arab Emirates,2015,IPV1,MENA,99,100000,101000,7917372
907,8372,8372,33216,2015IPV1Ukraine,Ukraine,2015,IPV1,CEECIS,59,271000,460000,46053300
906,8196,8196,32486,2015IPV1Turkey,Turkey,2015,IPV1,CEECIS,97,1261000,1300000,71321399
905,8108,8108,32298,2015IPV1Tunisia,Tunisia,2015,IPV1,MENA,98,202000,207000,10525694
904,8020,8020,32098,2015IPV1Trinidad and Tobago,Trinidad and Tobago,2015,IPV1,LACR,6,1000,19000,1320930
903,7932,7932,31898,2015IPV1Tonga,Tonga,2015,IPV1,EAPR,34,1000,3000,103890
902,7690,7690,31062,2015IPV1Syrian Arab Republic,Syrian Arab Republic,2015,IPV1,MENA,59,268000,455000,21205873
901,7602,7602,30541,2015IPV1Suriname,Suriname,2015,IPV1,LACR,12,1000,11000,523111
900,7514,7514,30381,2015IPV1Sudan,Sudan,2015,IPV1,MENA,69,855000,1239000,33783788
899,7448,7448,29990,2015IPV1Sri Lanka,Sri Lanka,2015,IPV1,ROSA,47,162000,344000,20123508
898,7360,7360,29762,2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,9142259
897,7272,7272,29577,2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,50477011
896,7162,7162,29280,2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,515181
895,7074,7074,28718,2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,4987573
894,6964,6964,28367,2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,87298
893,6876,6876,28170,2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,7320807
892,6788,6788,27990,2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,12335084
1153,4548,4548,17861,2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6320359
1154,4636,4636,18450,2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,22961253
1155,4724,4724,18970,2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,415593
1156,4878,4878,19708,2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3817494
1418,2352,2352,9336,2015IPV1Dominican Republic,Dominican Republic,2015,IPV1,LACR,6,12000,203000,10513131
1417,2132,2132,7597,2015IPV1Cote d'Ivoire,Cote d'Ivoire,2015,IPV1,WCAR,27,214000,794000,24437469
1416,2066,2066,6876,2015IPV1Comoros,Comoros,2015,IPV1,ESAR,91,22000,24000,813892
1415,1978,1978,6661,2015IPV1Colombia,Colombia,2015,IPV1,LACR,92,674000,732000,48901066
1414,1780,1780,6127,2015IPV1Chad,Chad,2015,IPV1,WCAR,28,159000,569000,15016773
1413,1692,1692,5966,2015IPV1Central African Republic,Central African Republic,2015,IPV1,WCAR,2,3000,151000,4596028
1412,1604,1604,5635,2015IPV1Cameroon,Cameroon,2015,IPV1,WCAR,31,250000,806000,24566045
1411,1406,1406,5136,2015IPV1Burundi,Burundi,2015,IPV1,ESAR,4,16000,397000,10827024
1410,1318,1318,4293,2015IPV1Brazil,Brazil,2015,IPV1,LACR,97,2831000,2918000,207833831
1419,2440,2440,9540,2015IPV1Ecuador,Ecuador,2015,IPV1,LACR,3,10000,328000,16785361
1409,1230,1230,4119,2015IPV1Botswana,Botswana,2015,IPV1,ESAR,8,4000,55000,2205128
1407,1054,1054,3555,2015IPV1Bhutan,Bhutan,2015,IPV1,ROSA,43,5000,13000,745568
1406,966,966,3381,2015IPV1Benin,Benin,2015,IPV1,WCAR,31,115000,371000,11175204
1405,878,878,3194,2015IPV1Belize,Belize,2015,IPV1,LACR,7,1000,8000,375769
1404,724,724,2486,2015IPV1Bangladesh,Bangladesh,2015,IPV1,ROSA,51,1482000,2906000,159670593
1403,636,636,2287,2015IPV1Bahrain,Bahrain,2015,IPV1,MENA,98,21000,21000,1494074
1402,350,350,939,2015IPV1Antigua and Barbuda,Antigua and Barbuda,2015,IPV1,LACR,21,500,1000,95426
1401,240,240,411,2015IPV1Algeria,Algeria,2015,IPV1,MENA,8,79000,991000,41389198
1400,152,152,203,2015IPV1Albania,Albania,2015,IPV1,CEECIS,99,35000,35000,2873457
1399,8577,8577,34561,2015IPV1Vanuatu,Vanuatu,2015,IPV1,EAPR,4,500,8000,278330
1408,1142,1142,3928,2015IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2015,IPV1,CEECIS,56,17000,30000,3351527
1398,8467,8467,33423,2015IPV1United Arab Emirates,United Arab Emirates,2015,IPV1,MENA,99,100000,101000,9360980
1420,2924,2924,11863,2015IPV1Georgia,Georgia,2015,IPV1,CEECIS,10,6000,56000,3728004
1422,3188,3188,12968,2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,12067539
1442,5586,5586,22337,2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6384855
1441,5498,5498,21842,2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,27627124
1440,5366,5366,21346,2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,53382581
1439,5212,5212,21005,2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,35581294
1438,5124,5124,20875,2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,622373
1437,5036,5036,20059,2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,124777324
1436,4882,4882,19708,2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,4282574
1435,4728,4728,18970,2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,496402
1434,4640,4640,18450,2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,25570540
1421,3034,3034,12613,2015IPV1Grenada,Grenada,2015,IPV1,LACR,54,1000,2000,110874
1433,4552,4552,17861,2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6580724
1431,4288,4288,16577,2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,4056097
1430,4200,4200,16377,2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,114158
1429,4046,4046,15985,2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,18037776
1428,3958,3958,15790,2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,9779173
1427,3870,3870,15452,2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2920853
1426,3782,3782,15078,2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,8713300
1425,3584,3584,14194,2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1338658835
1424,3496,3496,13656,2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,9429013
1423,3342,3342,13284,2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,775221
1432,4376,4376,17354,2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,6811873
1443,5674,5674,22535,2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,21602472
1397,8379,8379,33216,2015IPV1Ukraine,Ukraine,2015,IPV1,CEECIS,59,271000,460000,45004645
1395,8115,8115,32298,2015IPV1Tunisia,Tunisia,2015,IPV1,MENA,98,202000,207000,11303946
1370,5365,5365,21346,2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,53045226
1369,5211,5211,21005,2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,35126296
1368,5123,5123,20875,2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,622303
1367,5035,5035,20059,2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,123333376
1366,4881,4881,19708,2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,4163534
1365,4727,4727,18970,2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,475513
1364,4639,4639,18450,2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,24894380
1363,4551,4551,17861,2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6492164
1362,4375,4375,17354,2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,6711121
1371,5497,5497,21842,2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,27261131
1361,4287,4287,16577,2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,3956873
1359,4045,4045,15985,2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,17794055
1358,3957,3957,15790,2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,9551467
1357,3869,3869,15452,2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2906238
1356,3781,3781,15078,2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,8546000
1355,3583,3583,14194,2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1324509589
1354,3495,3495,13656,2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,9270795
1353,3341,3341,13284,2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,771366
1352,3187,3187,12968,2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,11738441
1351,3033,3033,12613,2015IPV1Grenada,Grenada,2015,IPV1,LACR,54,1000,2000,110261
1360,4199,4199,16377,2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,112524
1396,8203,8203,32486,2015IPV1Turkey,Turkey,2015,IPV1,CEECIS,97,1261000,1300000,79821724
1372,5585,5585,22337,2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6303974
1374,5761,5761,22697,2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,185960289
1394,8027,8027,32098,2015IPV1Trinidad and Tobago,Trinidad and Tobago,2015,IPV1,LACR,6,1000,19000,1377564
1393,7939,7939,31898,2015IPV1Tonga,Tonga,2015,IPV1,EAPR,34,1000,3000,101133
1392,7697,7697,31062,2015IPV1Syrian Arab Republic,Syrian Arab Republic,2015,IPV1,MENA,59,268000,455000,17453933
1391,7609,7609,30541,2015IPV1Suriname,Suriname,2015,IPV1,LACR,12,1000,11000,564888
1390,7521,7521,30381,2015IPV1Sudan,Sudan,2015,IPV1,MENA,69,855000,1239000,39847440
1389,7455,7455,29990,2015IPV1Sri Lanka,Sri Lanka,2015,IPV1,ROSA,47,162000,344000,21203000
1388,7367,7367,29762,2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,10832512
1387,7279,7279,29577,2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,56203654
1386,7169,7169,29280,2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,619437
1373,5673,5673,22535,2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,20788838
1385,7081,7081,28718,2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,5607283
1383,6883,6883,28170,2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,7058322
1382,6795,6795,27990,2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,14993528
1381,6729,6729,27762,2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,32442572
1380,6487,6487,26297,2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,144342396
1379,6399,6399,25288,2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,2654374
1378,6245,6245,24452,2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,30926032
1377,6025,6025,23844,2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,4037078
1376,5937,5937,23463,2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,203627284
1375,5849,5849,23245,2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,4479219
1384,6971,6971,28367,2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,94677
1444,5762,5762,22697,2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,190873311
1445,5850,5850,23245,2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,4665935
1446,5938,5938,23463,2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,207896686
1515,5851,5851,23245,2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,4829483
1514,5763,5763,22697,2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,195874740
1513,5675,5675,22535,2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,22442948
1512,5587,5587,22337,2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6465513
1511,5499,5499,21842,2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,28087871
1510,5367,5367,21346,2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,53708395
1509,5213,5213,21005,2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,36029138
1508,5125,5125,20875,2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,622345
1507,5037,5037,20059,2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,126190788
1516,5939,5939,23463,2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,212215030
1506,4883,4883,19708,2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,4403319
1504,4641,4641,18450,2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,26262368
1503,4553,4553,17861,2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6678567
1502,4377,4377,17354,2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,6848925
1501,4289,4289,16577,2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,4137309
1500,4201,4201,16377,2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,115847
1499,4047,4047,15985,2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,18276499
1498,3959,3959,15790,2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,9956011
1497,3871,3871,15452,2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2934855
1496,3783,3783,15078,2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,8883800
1505,4729,4729,18970,2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,515696
1495,3585,3585,14194,2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1352617328
1517,6027,6027,23844,2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,4176873
1519,6401,6401,25288,2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,2781677
1539,8579,8579,34561,2015IPV1Vanuatu,Vanuatu,2015,IPV1,EAPR,4,500,8000,292680
1538,8469,8469,33423,2015IPV1United Arab Emirates,United Arab Emirates,2015,IPV1,MENA,99,100000,101000,9630959
